anime_id,producer_id,producers
4621,1151," Flex Comix"
4621,833," TBS"
4622,45,"Avex Entertainment"
4627,249,Sanrio
4630,264,"CoMix Wave Films"
4632,53,Toho
4633,133,"Milky Animation Label"
4633,1067," MS Pictures"
4635,375,"Kuri Jikken Manga Kobo"
4636,376,"Sugar Boy"
4637,15,Aniplex
4637,823," Dentsu"
4637,860," Mainichi Broadcasting System"
4637,1219," CBC"
4637,915," Movic"
4637,946," Visual Art's"
4637,911," ASCII Media Works"
4639,22,"Kadokawa Shoten"
4640,33,NHK
4642,22,"Kadokawa Shoten"
4643,133,"Milky Animation Label"
4644,141,"Kids Station"
4644,976," Nippon Columbia"
4646,28,"Atelier Musa"
4647,11,"Group TAC"
4647,854," Omnibus Japan"
4648,847," Pioneer LDC"
4648,11,"Group TAC"
4649,39,"Geneon Universal Entertainment"
4649,913," Showgate"
4649,911," ASCII Media Works"
4650,918," Square Enix"
4650,15,Aniplex
4650,860," Mainichi Broadcasting System"
4650,915," Movic"
4650,1032," Sakura Create"
4651,862," TV Tokyo Music"
4651,854," Omnibus Japan"
4651,25,"Starchild Records"
4652,241,"Ashi Production"
4653,14,"Bandai Visual"
4653,996," Group TAC"
4655,317,"flying DOG"
4657,62,"Yomiuri Telecasting"
4657,864," Shueisha"
4657,934," DAX Production"
4659,979," Oz"
4659,268,Pixy
4659,1213," ZIZ Entertainment (ZIZ)"
4659,1079," Anime Antenna Iinkai"
4660,825," Fuji TV"
4660,839," SME Visual Works"
4660,15,Aniplex
4662,15,Aniplex
4662,838," Kodansha"
4662,915," Movic"
4662,825," Fuji TV"
4662,850," Lantis"
4663,1131," Kansai Telecasting"
4663,344,"Kadokawa Pictures Japan"
4663,1479," Tokai Television"
4666,823," Dentsu"
4666,1125," Kadokawa Pictures Japan"
4666,1198," Enterbrain"
4666,1476," Sony PCL"
4666,822," Bandai Visual"
4666,4,"TV Tokyo"
4668,55,"Green Bunny"
4669,15,Aniplex
4669,838," Kodansha"
4674,870," Media Factory"
4674,1020," AT-X"
4674,1060," Magic Capsule"
4674,1138," Hobby Japan"
4674,1300," Toranoana"
4674,5,Genco
4675,73,Dentsu
4675,858," Shochiku"
4675,860," Mainichi Broadcasting System"
4675,831," Pony Canyon"
4675,915," Movic"
4675,1119," flying DOG"
4677,29,"TV Asahi"
4677,1104," Kokusai Eigasha"
4678,825," Fuji TV"
4678,905," Asmik Ace"
4678,840," Sony Music Entertainment"
4678,73,Dentsu
4680,197,GANSIS
4686,45,"Avex Entertainment"
4688,377,"Sunwoo Entertainment"
4691,64,"Tohokushinsha Film Corporation"
4692,4,"TV Tokyo"
4692,845," Starchild Records"
4692,1474," Raku High Student Council"
4693,344,"Kadokawa Pictures Japan"
4694,12,Marvelous
4694,1113," feng"
4694,831," Pony Canyon"
4696,1067," MS Pictures"
4696,133,"Milky Animation Label"
4696,1079," Anime Antenna Iinkai"
4698,864," Shueisha"
4698,1132," Liverpool"
4698,378,"Panda Factory"
4699,191,"Mushi Production"
4700,144,"Digital Works"
4701,133,"Milky Animation Label"
4702,379,"Cotton Doll"
4703,144,"Digital Works"
4704,380,"Yahoo! Japan"
4708,4,"TV Tokyo"
4708,831," Pony Canyon"
4708,838," Kodansha"
4708,934," DAX Production"
4708,1032," Sakura Create"
4708,823," Dentsu"
4709,870," Media Factory"
4709,5,Genco
4709,1138," Hobby Japan"
4710,37,"Media Factory"
4711,15,Aniplex
4711,918," Square Enix"
4711,860," Mainichi Broadcasting System"
4713,17,"TV Tokyo Music"
4713,869," GANSIS"
4714,121,"Kitty Films"
4719,213,"Kokusai Eigasha"
4720,29,"TV Asahi"
4721,78,"Asahi Broadcasting"
4722,20,TBS
4728,90,"Frontier Works"
4729,15,Aniplex
4729,860," Mainichi Broadcasting System"
4729,915," Movic"
4729,911," ASCII Media Works"
4729,1032," Sakura Create"
4729,918," Square Enix"
4730,870," Media Factory"
4730,5,Genco
4730,910," Rakuonsha"
4730,1020," AT-X"
4730,1119," flying DOG"
4733,856," Atelier Musa"
4733,1032," Sakura Create"
4733,39,"Geneon Universal Entertainment"
4741,14,"Bandai Visual"
4741,879," KlockWorx"
4741,1151," Flex Comix"
4741,1482," Fields"
4741,850," Lantis"
4742,1133," Warner Bros. Japan"
4742,39,"Geneon Universal Entertainment"
4742,911," ASCII Media Works"
4742,913," Showgate"
4743,905," Asmik Ace"
4743,840," Sony Music Entertainment"
4743,1524," Bungeishunjuu"
4743,825," Fuji TV"
4743,73,Dentsu
4745,56,"Shogakukan-Shueisha Productions"
4745,1208," Animation 21"
4745,908," NHK"
4746,43,"Rondo Robe"
4747,21,Lantis
4749,14,"Bandai Visual"
4749,830," Sotsu"
4752,146,"Beyond C."
4753,56,"Shogakukan-Shueisha Productions"
4753,898," Bandai"
4754,1074," Yamamura Animation"
4754,73,Dentsu
4754,992," Inc."
4755,110,Bandai
4756,381,Takara
4757,4,"TV Tokyo"
4757,828," Aniplex"
4759,954," YTV"
4759,15,Aniplex
4759,888," Shogakukan"
4760,33,NHK
4789,382,"Geijutsu Eigasha"
4791,30,"Pony Canyon"
4791,915," Movic"
4792,120,Kodansha
4793,186,"Bee Train"
4793,1134," Casio Entertainment"
4797,383,Nintendo
4799,22,"Kadokawa Shoten"
4799,1125," Kadokawa Pictures Japan"
4799,879," KlockWorx"
4799,1152," AMG MUSIC"
4803,126,"Studio Comet"
4806,144,"Digital Works"
4806,1018," Y.O.U.C"
4810,1119," flying DOG"
4810,92,"Square Enix"
4811,64,"Tohokushinsha Film Corporation"
4814,384,"Hisashishi Videos"
4814,1135," TOMY Company"
4815,277,"Obtain Future"
4818,8,"Fuji TV"
4819,126,"Studio Comet"
4819,825," Fuji TV"
4819,824," Nihon Ad Systems"
4821,856," Atelier Musa"
4821,18,"Sony Pictures Entertainment"
4823,39,"Geneon Universal Entertainment"
4823,912," Frontier Works"
4823,833," TBS"
4823,879," KlockWorx"
4823,1174," Notes"
4823,1330," CREi"
4824,905," Asmik Ace"
4824,840," Sony Music Entertainment"
4824,73,Dentsu
4824,825," Fuji TV"
4825,29,"TV Asahi"
4826,385,"Usagi Ou"
4827,183,"Yamamura Animation"
4827,992," Inc."
4829,11,"Group TAC"
4833,332,"Studio Mausu"
4834,251,"AC Create"
4836,375,"Kuri Jikken Manga Kobo"
4837,4,"TV Tokyo"
4837,824," Nihon Ad Systems"
4838,375,"Kuri Jikken Manga Kobo"
4840,15,Aniplex
4840,910," Rakuonsha"
4847,828," Aniplex"
4847,4,"TV Tokyo"
4848,15,Aniplex
4848,862," TV Tokyo Music"
4848,1136," Xebec"
4851,195,"Delfi Sound"
4852,29,"TV Asahi"
4853,121,"Kitty Films"
4853,825," Fuji TV"
4854,21,Lantis
4857,90,"Frontier Works"
4857,1002," Akita Shoten"
4858,29,"TV Asahi"
4863,386,M.S.C
4865,188,"Tezuka Productions"
4866,228,Sega
4869,375,"Kuri Jikken Manga Kobo"
4870,375,"Kuri Jikken Manga Kobo"
4871,375,"Kuri Jikken Manga Kobo"
4873,375,"Kuri Jikken Manga Kobo"
4876,375,"Kuri Jikken Manga Kobo"
4878,375,"Kuri Jikken Manga Kobo"
4884,209,"Magic Bus"
4885,379,"Cotton Doll"
4886,39,"Geneon Universal Entertainment"
4886,833," TBS"
4886,837," Hakusensha"
4886,960," Half H.P Studio"
4888,80,Rakuonsha
4888,1137," Good Smile Company"
4889,135,"Robot Communications"
4890,15,Aniplex
4890,833," TBS"
4890,915," Movic"
4890,1342," Houbunsha"
4890,850," Lantis"
4893,1119," flying DOG"
4893,20,TBS
4894,4,"TV Tokyo"
4894,823," Dentsu"
4895,830," Sotsu"
4895,4,"TV Tokyo"
4897,12,Marvelous
4897,1138," Hobby Japan"
4897,1123," Delfi Sound"
4900,850," Lantis"
4900,934," DAX Production"
4900,1160," TYO Animations"
4900,4,"TV Tokyo"
4900,828," Aniplex"
4903,11,"Group TAC"
4904,387,Zyc
4905,388,"KAGAYA Studio"
4910,361,"Studio Pastoral"
4911,241,"Ashi Production"
4911,1139," Seta Corporation"
4912,53,Toho
4913,39,"Geneon Universal Entertainment"
4913,1020," AT-X"
4913,879," KlockWorx"
4913,911," ASCII Media Works"
4913,1471," BIGLOBE"
4913,850," Lantis"
4914,830," Sotsu"
4914,65,"Hal Film Maker"
4914,845," Starchild Records"
4914,875," MediaNet"
4914,1020," AT-X"
4914,1583," JM Animation"
4914,1731," Aoni Entertainment"
4915,133,"Milky Animation Label"
4916,41,AIC
4916,1070," Magic Bus"
4918,389,"Studio Core"
4921,40,"Toei Video"
4921,1065," Knack Productions"
4922,8,"Fuji TV"
4923,390,"Kawamoto Productions"
4927,298,"Kaeruotoko Shokai"
4928,290,"Dream Force"
4930,311,"MS Pictures"
4931,133,"Milky Animation Label"
4932,391,"Iyasakadou Film"
4933,313,"Project Team Eikyuu Kikan"
4934,13,Movic
4934,852," Happinet Pictures"
4934,1128," RAY"
4940,20,TBS
4941,183,"Yamamura Animation"
4941,992," Inc."
4943,1140," Kyotoma"
4943,30,"Pony Canyon"
4946,226,"Yumeta Company"
4951,73,Dentsu
4953,133,"Milky Animation Label"
4953,952," T-Rex"
4954,1130," Innocent Grey"
4954,133,"Milky Animation Label"
4957,27,Sotsu
4957,860," Mainichi Broadcasting System"
4957,859," Asatsu DK"
4959,57,"Pink Pineapple"
4960,392,Oxybot
4971,22,"Kadokawa Shoten"
4971,1141," Animation Do"
4974,56,"Shogakukan-Shueisha Productions"
4975,56,"Shogakukan-Shueisha Productions"
4977,228,Sega
4979,90,"Frontier Works"
4980,92,"Square Enix"
4985,3,"Victor Entertainment"
4985,837," Hakusensha"
4989,249,Sanrio
4990,322,"Yoon's Color"
4991,377,"Sunwoo Entertainment"
4991,1142," KBS"
4992,21,Lantis
4994,4,"TV Tokyo"
4994,958," Ashi Production"
4994,933," Big West"
4995,133,"Milky Animation Label"
4995,1067," MS Pictures"
4999,393,"Chungeorahm Film"
5000,394,"The Village of Marchen"
5005,183,"Yamamura Animation"
5005,992," Inc."
5006,992," Inc."
5006,183,"Yamamura Animation"
5007,33,NHK
5009,183,"Yamamura Animation"
5009,992," Inc."
5010,992," Inc."
5010,183,"Yamamura Animation"
5013,353,"Studio 9 MAiami"
5014,353,"Studio 9 MAiami"
5015,395,"Studio Eromatick"
5015,1143," Mary Jane"
5017,396,dwarf
5018,20,TBS
5019,140,Directions
5019,1068," Code"
5023,828," Aniplex"
5023,823," Dentsu"
5023,898," Bandai"
5023,1133," Warner Bros. Japan"
5023,864," Shueisha"
5023,4,"TV Tokyo"
5025,14,"Bandai Visual"
5026,254,"Visual 80"
5027,397,"Shanghai Animation Film Studio"
5031,183,"Yamamura Animation"
5031,992," Inc."
5041,33,NHK
5042,398,"Sakura Motion Picture"
5043,394,"The Village of Marchen"
5045,33,NHK
5045,1144," dwarf"
5052,399,"Sakura Color Film"
5055,62,"Yomiuri Telecasting"
5056,327,"The National Film Center Japan"
5058,190,"Akita Shoten"
5059,396,dwarf
5060,400,"Konami Digital Entertainment"
5064,344,"Kadokawa Pictures Japan"
5065,90,"Frontier Works"
5068,401,ChiChinoya
5068,1055," Studio Ten Carat"
5069,222,"Knack Productions"
5071,63,KSS
5072,5,Genco
5073,304,"Suzuki Mirano"
5074,144,"Digital Works"
5076,73,Dentsu
5076,870," Media Factory"
5076,915," Movic"
5076,825," Fuji TV"
5076,888," Shogakukan"
5077,879," KlockWorx"
5077,39,"Geneon Universal Entertainment"
5077,912," Frontier Works"
5078,90,"Frontier Works"
5079,62,"Yomiuri Telecasting"
5079,831," Pony Canyon"
5079,844," Toho"
5079,864," Shueisha"
5079,1381," BS11"
5079,1003," Hakuhodo DY Media Partners"
5079,851," Imagine"
5079,841," Yomiko Advertising"
5080,25,"Starchild Records"
5081,402,"SoftBank Creative"
5082,403,Liverpool
5083,76,"Trans Arts"
5087,57,"Pink Pineapple"
5088,196,Y.O.U.C
5089,404,"Tomoyasu Murata Company"
5090,394,"The Village of Marchen"
5092,255,Gakken
5093,405,Marubeni
5093,1093," Grouper Productions"
5094,64,"Tohokushinsha Film Corporation"
5095,15,Aniplex
5095,850," Lantis"
5095,1164," Cospa"
5095,982," Studio Mausu"
5095,1002," Akita Shoten"
5097,394,"The Village of Marchen"
5098,20,TBS
5098,957," K-Factory"
5099,33,NHK
5102,92,"Square Enix"
5102,910," Rakuonsha"
5102,845," Starchild Records"
5105,33,NHK
5106,45,"Avex Entertainment"
5107,33,NHK
5108,33,NHK
5108,853," Sogo Vision"
5108,1122," NHK-BS2"
5113,1198," Enterbrain"
5113,1480," Kadokawa Contents Gate"
5113,1573," T.O Entertainment"
5113,21,Lantis
5113,831," Pony Canyon"
5114,864," Shueisha"
5114,33,NHK
5115,326,"Studio Junio"
5116,404,"Tomoyasu Murata Company"
5118,187,"VIZ Media"
5118,826," Studio Jack"
5119,406,"Shinano Kikaku"
5120,406,"Shinano Kikaku"
5121,406,"Shinano Kikaku"
5122,90,"Frontier Works"
5122,830," Sotsu"
5124,404,"Tomoyasu Murata Company"
5127,255,Gakken
5128,407,"Sovat Theater"
5129,407,"Sovat Theater"
5130,15,Aniplex
5130,833," TBS"
5130,838," Kodansha"
5130,915," Movic"
5130,910," Rakuonsha"
5130,860," Mainichi Broadcasting System"
5131,53,Toho
5133,15,Aniplex
5133,823," Dentsu"
5133,825," Fuji TV"
5133,934," DAX Production"
5133,864," Shueisha"
5134,35,"Pioneer LDC"
5135,191,"Mushi Production"
5136,401,ChiChinoya
5137,12,Marvelous
5138,5,Genco
5138,1138," Hobby Japan"
5138,870," Media Factory"
5140,56,"Shogakukan-Shueisha Productions"
5142,10,GDH
5142,887," HoriPro"
5142,907," Kids Station"
5142,847," Pioneer LDC"
5143,211,"Milky Cartoon"
5144,397,"Shanghai Animation Film Studio"
5146,14,"Bandai Visual"
5146,907," Kids Station"
5146,864," Shueisha"
5146,1016," Yomiuri Telecasting"
5148,850," Lantis"
5148,27,Sotsu
5148,831," Pony Canyon"
5148,959," Dwango"
5148,1082," Bushiroad"
5148,1137," Good Smile Company"
5148,1189," Chrono Gear Creative"
5149,870," Media Factory"
5149,1020," AT-X"
5149,1060," Magic Capsule"
5149,1119," flying DOG"
5149,906," Marvelous"
5149,5,Genco
5150,408,BIGLOBE
5151,249,Sanrio
5152,12,Marvelous
5153,29,"TV Asahi"
5154,191,"Mushi Production"
5154,825," Fuji TV"
5155,22,"Kadokawa Shoten"
5157,73,Dentsu
5157,825," Fuji TV"
5157,844," Toho"
5157,905," Asmik Ace"
5157,937," Tohokushinsha Film Corporation"
5157,840," Sony Music Entertainment"
5157,923," Fujipacific Music"
5157,834," Kadokawa Shoten"
5159,833," TBS"
5159,30,"Pony Canyon"
5159,915," Movic"
5159,910," Rakuonsha"
5159,1141," Animation Do"
5164,1104," Kokusai Eigasha"
5164,241,"Ashi Production"
5169,73,Dentsu
5169,934," DAX Production"
5169,852," Happinet Pictures"
5169,1471," BIGLOBE"
5169,864," Shueisha"
5169,1732," AG-ONE"
5169,1128," RAY"
5169,1020," AT-X"
5170,22,"Kadokawa Shoten"
5171,191,"Mushi Production"
5177,286,"NTT Docomo"
5178,67,"Tokyo Movie Shinsha"
5179,381,Takara
5181,120,Kodansha
5184,53,Toho
5185,209,"Magic Bus"
5187,371,Primastea
5188,409,"UM Productions"
5189,410,"Studio Moriken"
5193,63,KSS
5196,126,"Studio Comet"
5197,222,"Knack Productions"
5198,8,"Fuji TV"
5198,967," Yomiuri Advertising"
5199,33,NHK
5204,140,Directions
5213,133,"Milky Animation Label"
5213,1145," OLE-M"
5216,1146," Jumondo"
5216,303,PRA
5218,22,"Kadokawa Shoten"
5219,411,"Studio NOIX"
5220,110,Bandai
5222,39,"Geneon Universal Entertainment"
5222,1020," AT-X"
5222,913," Showgate"
5223,54,Shueisha
5226,21,Lantis
5226,1480," Kadokawa Contents Gate"
5226,1216," Fujimi Shobo"
5226,870," Media Factory"
5227,209,"Magic Bus"
5229,9,"Production I.G"
5229,915," Movic"
5229,879," KlockWorx"
5229,848," King Records"
5230,15,Aniplex
5230,845," Starchild Records"
5231,25,"Starchild Records"
5232,56,"Shogakukan-Shueisha Productions"
5233,56,"Shogakukan-Shueisha Productions"
5235,304,"Suzuki Mirano"
5236,15,Aniplex
5237,412,"Tama Production"
5238,78,"Asahi Broadcasting"
5239,8,"Fuji TV"
5239,840," Sony Music Entertainment"
5239,1032," Sakura Create"
5239,923," Fujipacific Music"
5239,905," Asmik Ace"
5241,856," Atelier Musa"
5241,27,Sotsu
5241,1481," Miracle Bus"
5242,78,"Asahi Broadcasting"
5246,380,"Yahoo! Japan"
5246,1147," Mainichi Shimbun"
5247,840," Sony Music Entertainment"
5247,15,Aniplex
5247,851," Imagine"
5248,391,"Iyasakadou Film"
5263,378,"Panda Factory"
5264,122,"DAX Production"
5267,413,"Nihon Hoso Eigasha"
5269,20,TBS
5273,140,Directions
5274,140,Directions
5278,15,Aniplex
5279,71,Shochiku
5279,1148," I.Toon"
5280,827," Shogakukan-Shueisha Productions"
5280,4,"TV Tokyo"
5280,960," Half H.P Studio"
5284,255,Gakken
5285,32,"Nihon Ad Systems"
5286,4,"TV Tokyo"
5287,4,"TV Tokyo"
5287,830," Sotsu"
5287,1033," Sanrio"
5287,826," Studio Jack"
5288,183,"Yamamura Animation"
5288,992," Inc."
5289,33,NHK
5294,14,"Bandai Visual"
5294,850," Lantis"
5297,67,"Tokyo Movie Shinsha"
5299,285,"Wako Productions"
5300,64,"Tohokushinsha Film Corporation"
5301,45,"Avex Entertainment"
5301,831," Pony Canyon"
5302,56,"Shogakukan-Shueisha Productions"
5305,53,Toho
5311,196,Y.O.U.C
5312,5,Genco
5312,870," Media Factory"
5312,915," Movic"
5312,1138," Hobby Japan"
5312,913," Showgate"
5312,1458," Gigno Systems"
5312,850," Lantis"
5313,149,Capcom
5314,414,"Tsuchida Productions"
5315,27,Sotsu
5315,862," TV Tokyo Music"
5316,196,Y.O.U.C
5317,288,Schoolzone
5318,57,"Pink Pineapple"
5318,952," T-Rex"
5319,1143," Mary Jane"
5319,395,"Studio Eromatick"
5320,133,"Milky Animation Label"
5321,401,ChiChinoya
5322,37,"Media Factory"
5322,973," CoMix Wave Films"
5324,824," Nihon Ad Systems"
5324,82,"Picture Magic"
5326,4,"TV Tokyo"
5332,56,"Shogakukan-Shueisha Productions"
5332,900," Tokyo Movie Shinsha"
5334,992," Inc."
5334,183,"Yamamura Animation"
5335,11,"Group TAC"
5335,1149," TOHO animation"
5337,122,"DAX Production"
5338,33,NHK
5339,33,NHK
5341,296,"Think Corporation"
5345,29,"TV Asahi"
5345,859," Asatsu DK"
5346,29,"TV Asahi"
5347,29,"TV Asahi"
5348,29,"TV Asahi"
5348,859," Asatsu DK"
5349,859," Asatsu DK"
5349,29,"TV Asahi"
5350,29,"TV Asahi"
5351,29,"TV Asahi"
5352,29,"TV Asahi"
5353,29,"TV Asahi"
5354,29,"TV Asahi"
5354,1029," Futabasha"
5355,1029," Futabasha"
5355,29,"TV Asahi"
5356,29,"TV Asahi"
5357,67,"Tokyo Movie Shinsha"
5361,415,"Amuse Pictures"
5362,22,"Kadokawa Shoten"
5362,1125," Kadokawa Pictures Japan"
5362,879," KlockWorx"
5362,1039," NTT Docomo"
5363,15,Aniplex
5364,33,NHK
5367,11,"Group TAC"
5368,11,"Group TAC"
5369,32,"Nihon Ad Systems"
5371,21,Lantis
5371,1020," AT-X"
5371,870," Media Factory"
5372,834," Kadokawa Shoten"
5372,4,"TV Tokyo"
5372,879," KlockWorx"
5372,868," Memory-Tech"
5372,1039," NTT Docomo"
5373,823," Dentsu"
5373,825," Fuji TV"
5373,1060," Magic Capsule"
5373,1198," Enterbrain"
5373,923," Fujipacific Music"
5373,843," AIC"
5373,15,Aniplex
5374,132,Ajia-Do
5376,4,"TV Tokyo"
5377,39,"Geneon Universal Entertainment"
5381,15,Aniplex
5381,850," Lantis"
5381,860," Mainichi Broadcasting System"
5381,915," Movic"
5381,1175," Nitroplus"
5381,941," Picture Magic"
5382,14,"Bandai Visual"
5384,5,Genco
5384,870," Media Factory"
5384,1020," AT-X"
5384,1138," Hobby Japan"
5385,416,"KMMJ Studios"
5385,1150," Purple Cow Studio Japan"
5388,1138," Hobby Japan"
5388,12,Marvelous
5390,9,"Production I.G"
5390,830," Sotsu"
5390,1207," Kinoshita Koumuten"
5390,1482," Fields"
5390,822," Bandai Visual"
5391,15,Aniplex
5392,33,NHK
5393,90,"Frontier Works"
5394,21,Lantis
5394,831," Pony Canyon"
5394,1198," Enterbrain"
5394,1480," Kadokawa Contents Gate"
5394,1573," T.O Entertainment"
5395,417,"Trick Block"
5396,180,"Sony Music Entertainment"
5396,856," Atelier Musa"
5403,41,AIC
5405,418,"P Productions"
5407,5,Genco
5408,167,KlockWorx
5408,1482," Fields"
5408,1151," Flex Comix"
5409,870," Media Factory"
5409,21,Lantis
5409,1198," Enterbrain"
5409,1164," Cospa"
5409,1480," Kadokawa Contents Gate"
5409,862," TV Tokyo Music"
5409,1574," PRA"
5409,1573," T.O Entertainment"
5409,1003," Hakuhodo DY Media Partners"
5413,359,Animaruya
5416,4,"TV Tokyo"
5416,867," Geneon Universal Entertainment"
5420,1152," AMG MUSIC"
5420,286,"NTT Docomo"
5421,4,"TV Tokyo"
5421,827," Shogakukan-Shueisha Productions"
5423,67,"Tokyo Movie Shinsha"
5426,389,"Studio Core"
5429,8,"Fuji TV"
5430,254,"Visual 80"
5431,4,"TV Tokyo"
5431,850," Lantis"
5431,831," Pony Canyon"
5431,826," Studio Jack"
5437,90,"Frontier Works"
5437,1002," Akita Shoten"
5439,824," Nihon Ad Systems"
5439,884," I-move"
5439,4,"TV Tokyo"
5440,164,Nikkatsu
5443,33,NHK
5443,1153," NHK Enterprises"
5446,29,"TV Asahi"
5449,20,TBS
5449,1060," Magic Capsule"
5449,1119," flying DOG"
5452,127,On-Lead
5453,12,Marvelous
5454,222,"Knack Productions"
5455,56,"Shogakukan-Shueisha Productions"
5455,1154," Epoch"
5456,33,NHK
5457,33,NHK
5460,268,Pixy
5461,401,ChiChinoya
5461,1055," Studio Ten Carat"
5462,268,Pixy
5464,144,"Digital Works"
5465,33,NHK
5466,33,NHK
5467,33,NHK
5469,54,Shueisha
5470,86,Showgate
5470,988," Dynamic Planning"
5471,33,NHK
5472,419,"Hoods Entertainment"
5473,33,NHK
5474,33,NHK
5474,1155," Misseri Studio"
5475,33,NHK
5476,25,"Starchild Records"
5476,935," Dream Force"
5477,833," TBS"
5477,915," Movic"
5477,30,"Pony Canyon"
5480,33,NHK
5481,33,NHK
5482,33,NHK
5483,356,"Space Neko Company"
5484,420,YTV
5485,29,"TV Asahi"
5486,394,"The Village of Marchen"
5487,33,NHK
5488,33,NHK
5489,356,"Space Neko Company"
5490,33,NHK
5491,5,Genco
5492,21,Lantis
5492,1156," Barnum Studio"
5495,1156," Barnum Studio"
5495,21,Lantis
5497,33,NHK
5498,33,NHK
5499,33,NHK
5500,33,NHK
5501,33,NHK
5502,132,Ajia-Do
5503,33,NHK
5504,30,"Pony Canyon"
5504,833," TBS"
5504,915," Movic"
5504,1070," Magic Bus"
5504,1638," Studio Pastoral"
5504,1119," flying DOG"
5504,868," Memory-Tech"
5506,33,NHK
5507,33,NHK
5508,33,NHK
5509,33,NHK
5510,33,NHK
5513,13,Movic
5513,840," Sony Music Entertainment"
5516,33,NHK
5520,78,"Asahi Broadcasting"
5522,20,TBS
5523,41,AIC
5523,847," Pioneer LDC"
5524,54,Shueisha
5525,15,Aniplex
5525,911," ASCII Media Works"
5525,1146," Jumondo"
5525,915," Movic"
5526,33,NHK
5527,33,NHK
5528,33,NHK
5529,122,"DAX Production"
5530,33,NHK
5531,33,NHK
5535,22,"Kadokawa Shoten"
5535,960," Half H.P Studio"
5535,1020," AT-X"
5535,1125," Kadokawa Pictures Japan"
5535,879," KlockWorx"
5535,1119," flying DOG"
5535,1480," Kadokawa Contents Gate"
5537,15,Aniplex
5538,33,NHK
5539,33,NHK
5540,20,TBS
5541,20,TBS
5542,268,Pixy
5543,14,"Bandai Visual"
5544,15,Aniplex
5545,22,"Kadokawa Shoten"
5545,1125," Kadokawa Pictures Japan"
5545,879," KlockWorx"
5545,1119," flying DOG"
5545,1020," AT-X"
5546,79,"Nippon Television Network"
5547,79,"Nippon Television Network"
5549,25,"Starchild Records"
5550,161,"Animation Do"
5551,25,"Starchild Records"
5551,982," Studio Mausu"
5551,869," GANSIS"
5551,1574," PRA"
5552,41,AIC
5553,30,"Pony Canyon"
5554,8,"Fuji TV"
5556,14,"Bandai Visual"
5556,1339," Bandai Namco Entertainment"
5556,1003," Hakuhodo DY Media Partners"
5556,898," Bandai"
5560,54,Shueisha
5561,33,NHK
5562,20,TBS
5562,1157," Tele-Cartoon Japan"
5564,310,"Tele-Cartoon Japan"
5568,4,"TV Tokyo"
5568,834," Kadokawa Shoten"
5568,1125," Kadokawa Pictures Japan"
5568,879," KlockWorx"
5568,1039," NTT Docomo"
5568,959," Dwango"
5569,25,"Starchild Records"
5569,1060," Magic Capsule"
5570,1158," L."
5570,419,"Hoods Entertainment"
5571,381,Takara
5571,851," Imagine"
5572,863," Toei Video"
5572,22,"Kadokawa Shoten"
5576,15,Aniplex
5576,918," Square Enix"
5576,860," Mainichi Broadcasting System"
5576,1339," Bandai Namco Entertainment"
5576,823," Dentsu"
5579,918," Square Enix"
5579,39,"Geneon Universal Entertainment"
5579,1020," AT-X"
5579,911," ASCII Media Works"
5579,1123," Delfi Sound"
5580,296,"Think Corporation"
5581,56,"Shogakukan-Shueisha Productions"
5584,11,"Group TAC"
5584,825," Fuji TV"
5586,975," Tokyo Kids"
5586,4,"TV Tokyo"
5591,90,"Frontier Works"
5594,56,"Shogakukan-Shueisha Productions"
5595,56,"Shogakukan-Shueisha Productions"
5597,356,"Space Neko Company"
5601,346,Valkyria
5604,421,"SBS TV Production"
5605,4,"TV Tokyo"
5605,822," Bandai Visual"
5605,969," TMS Entertainment"
5605,875," MediaNet"
5605,907," Kids Station"
5605,915," Movic"
5605,1023," Cyclone Graphics"
5605,1537," Tokyo Theatres"
5605,1332," Sammy"
5605,888," Shogakukan"
5605,851," Imagine"
5605,1260," TMS Music"
5607,14,"Bandai Visual"
5607,850," Lantis"
5608,163,"Chaos Project"
5609,268,Pixy
5609,1079," Anime Antenna Iinkai"
5611,1159," BOOTLEG"
5611,242,T-Rex
5612,304,"Suzuki Mirano"
5613,344,"Kadokawa Pictures Japan"
5613,1479," Tokai Television"
5613,1131," Kansai Telecasting"
5615,1106," Studio Junio"
5615,33,NHK
5617,4,"TV Tokyo"
5617,967," Yomiuri Advertising"
5618,422,"Dentsu Tec"
5621,21,Lantis
5621,870," Media Factory"
5621,833," TBS"
5621,1310," Sony Music Communications"
5621,1032," Sakura Create"
5622,77,"animate Film"
5624,39,"Geneon Universal Entertainment"
5624,1020," AT-X"
5624,911," ASCII Media Works"
5624,915," Movic"
5626,1160," TYO Animations"
5626,71,Shochiku
5626,1119," flying DOG"
5626,1471," BIGLOBE"
5626,1128," RAY"
5628,32,"Nihon Ad Systems"
5629,15,Aniplex
5629,946," Visual Art's"
5632,423,"Studio Egg"
5633,92,"Square Enix"
5633,845," Starchild Records"
5633,862," TV Tokyo Music"
5633,869," GANSIS"
5637,424,Anpro
5638,268,Pixy
5639,8,"Fuji TV"
5642,240,KBS
5643,4,"TV Tokyo"
5643,960," Half H.P Studio"
5643,826," Studio Jack"
5643,875," MediaNet"
5645,33,NHK
5646,54,Shueisha
5650,190,"Akita Shoten"
5651,15,Aniplex
5651,823," Dentsu"
5651,918," Square Enix"
5651,858," Shochiku"
5651,860," Mainichi Broadcasting System"
5651,833," TBS"
5652,92,"Square Enix"
